Order_ID,Order_Date,Customer_ID,Customer_Name,City,State,Category,Product,Brand,Quantity,MRP,Discount_Percent,Sale_Rate,Sales_Amount,Cost,Profit,Payment_Method,Salesperson,Order_Status
ORD100473,2025-06-01 00:00:00,CUST1003,Sneha Gupta,Nashik,Maharashtra,Beverages,Soft Drink,HUL,2,200,10,180,360,251.16,108.84,UPI,Vikas,Completed
ORD100474,2026-02-27 00:00:00,CUST1110,Rahul Jain,Udaipur,Rajasthan,Grocery,Wheat Flour,Parle,1,500,15,425,0,338.37,0,Cash,Neha,Cancelled
ORD100475,2025-04-03 00:00:00,CUST1026,Neha Khan,Surat,Gujarat,Grocery,Wheat Flour,Tata,6,120,15,102,612,460.44,151.56,UPI,Rohan,Completed
ORD100476,2025-06-24 00:00:00,CUST1100,Vikas Gupta,Nagpur,Maharashtra,Personal Care,Toothpaste,Patanjali,4,40,5,38,152,122.52,29.48,Cash,Sneha,Completed
ORD100477,2026-01-06 00:00:00,CUST1275,Rahul Khan,Jabalpur,Madhya Pradesh,Personal Care,Soap,P&G,2,200,15,170,0,296.46,0,Debit Card,Rohan,Cancelled
ORD100478,2025-07-06 00:00:00,CUST1016,Amit Agrawal,Bhopal,Madhya Pradesh,Home Care,Detergent,Dabur,2,120,8,110.4,220.8,181.86,38.94,UPI,Pooja,Completed
ORD100479,2025-09-08 00:00:00,CUST1107,Amit Sharma,Nashik,Maharashtra,Beverages,Soft Drink,Tata,1,250,10,225,0,164.62,0,UPI,Neha,Cancelled
ORD100480,2025-09-13 00:00:00,CUST1106,Vikas Patel,Bhopal,Madhya Pradesh,Snacks,Biscuits,Patanjali,1,100,2,98,98,84.61,13.39,UPI,Pooja,Completed
ORD100481,2025-07-08 00:00:00,CUST1278,Aditya Agrawal,Jabalpur,Madhya Pradesh,Snacks,Namkeen,Parle,6,100,12,88,528,459.6,68.4,UPI,Neha,Completed
ORD100482,2025-12-25 00:00:00,CUST1226,Aditya Jain,Jaipur,Rajasthan,Grocery,Wheat Flour,Tata,7,300,0,300,2100,1497.09,602.91,UPI,Sneha,Completed
ORD100483,2026-02-17 00:00:00,CUST1139,Neha Gupta,Nashik,Maharashtra,Home Care,Dishwash,HUL,3,40,15,34,0,75.6,0,Credit Card,Rohan,Returned
ORD100484,2026-03-22 00:00:00,CUST1139,Amit Jain,Ujjain,Madhya Pradesh,Personal Care,Toothpaste,Nestle,2,80,10,72,144,109.64,34.36,UPI,Rohan,Completed
ORD100485,2025-12-14 00:00:00,CUST1152,Amit Patel,Pune,Maharashtra,Beverages,Coffee,Nestle,3,250,0,250,750,654.84,95.16,Debit Card,Rohan,Completed
ORD100486,2026-01-19 00:00:00,CUST1087,Rahul Mehta,Nagpur,Maharashtra,Home Care,Floor Cleaner,Nestle,1,80,5,76,0,61.3,0,Cash,Rohan,Cancelled
ORD100487,2025-10-21 00:00:00,CUST1248,Sneha Singh,Kota,Rajasthan,Beverages,Green Tea,Patanjali,7,300,2,294,2058,1784.93,273.07,Net Banking,Vikas,Completed
ORD100488,2025-09-12 00:00:00,CUST1115,Kavya Agrawal,Burhanpur,Madhya Pradesh,Snacks,Chips,Patanjali,2,150,15,127.5,255,202.76,52.24,UPI,Amit,Completed
ORD100489,2025-08-26 00:00:00,CUST1025,Vivaan Mehta,Bhopal,Madhya Pradesh,Snacks,Dry Fruits,Tata,4,80,10,72,288,236.96,51.04,Debit Card,Sneha,Completed
ORD100490,2026-01-16 00:00:00,CUST1094,Rahul Patel,Burhanpur,Madhya Pradesh,Grocery,Basmati Rice,HUL,5,50,8,46,230,184.35,45.65,UPI,Vikas,Completed
ORD100491,2025-10-29 00:00:00,CUST1016,Vivaan Gupta,Jabalpur,Madhya Pradesh,Home Care,Toilet Cleaner,Tata,4,80,12,70.4,281.6,240.28,41.32,UPI,Vikas,Completed
ORD100492,2025-04-15 00:00:00,CUST1292,Aarav Joshi,Indore,Madhya Pradesh,Baby Care,Diapers,Nestle,2,120,2,117.6,235.2,189.24,45.96,UPI,Amit,Completed
ORD100493,2025-04-29 00:00:00,CUST1151,Rahul Sharma,Vadodara,Gujarat,Grocery,Wheat Flour,Britannia,4,250,10,225,900,634.88,265.12,Cash,Vikas,Completed
ORD100494,2025-08-29 00:00:00,CUST1238,Aarav Agrawal,Jaipur,Rajasthan,Home Care,Dishwash,ITC,6,50,10,45,270,210.24,59.76,UPI,Amit,Completed
ORD100495,2025-10-13 00:00:00,CUST1202,Vikas Joshi,Ujjain,Madhya Pradesh,Baby Care,Baby Lotion,HUL,3,100,5,95,285,228.27,56.73,Cash,Neha,Completed
ORD100496,2025-11-14 00:00:00,CUST1273,Neha Singh,Jabalpur,Madhya Pradesh,Grocery,Cooking Oil,P&G,6,500,5,475,0,2192.94,0,UPI,Pooja,Returned
ORD100497,2025-07-10 00:00:00,CUST1198,Pooja Patel,Ahmedabad,Gujarat,Beverages,Soft Drink,Parle,3,60,12,52.8,158.4,116.79,41.61,UPI,Vikas,Completed
ORD100498,2025-04-24 00:00:00,CUST1109,Meera Singh,Kota,Rajasthan,Personal Care,Shampoo,P&G,3,250,0,250,750,587.88,162.12,Debit Card,Rohan,Completed
ORD100499,2025-09-29 00:00:00,CUST1086,Aditya Joshi,Kota,Rajasthan,Baby Care,Baby Shampoo,Tata,2,200,8,184,368,283.62,84.38,Cash,Rohan,Completed
ORD100500,2025-04-29 00:00:00,CUST1114,Ananya Jain,Udaipur,Rajasthan,Grocery,Sugar,Britannia,3,500,15,425,1275,939.6,335.4,UPI,Pooja,Completed
ORD100501,2025-10-11 00:00:00,CUST1123,Vikas Joshi,Khandwa,Madhya Pradesh,Baby Care,Baby Shampoo,Parle,7,300,2,294,2058,1618.75,439.25,Debit Card,Sneha,Completed
ORD100502,2025-06-17 00:00:00,CUST1075,Amit Mehta,Nashik,Maharashtra,Personal Care,Soap,Nestle,3,300,15,255,765,623.1,141.9,Debit Card,Rohan,Completed
ORD100503,2026-02-28 00:00:00,CUST1009,Neha Verma,Kota,Rajasthan,Snacks,Cookies,ITC,4,40,15,34,136,102.6,33.4,UPI,Vikas,Completed
ORD100504,2025-07-09 00:00:00,CUST1012,Pooja Patel,Indore,Madhya Pradesh,Home Care,Dishwash,Patanjali,3,40,12,35.2,105.6,82.95,22.65,UPI,Vikas,Completed
ORD100505,2026-03-10 00:00:00,CUST1229,Vikas Khan,Jabalpur,Madhya Pradesh,Beverages,Green Tea,Patanjali,6,100,5,95,570,397.86,172.14,Cash,Rohan,Completed
ORD100506,2025-11-20 00:00:00,CUST1163,Arjun Jain,Mumbai,Maharashtra,Grocery,Wheat Flour,Nestle,3,500,8,460,0,938.76,0,UPI,Neha,Cancelled
ORD100507,2026-01-11 00:00:00,CUST1103,Meera Jain,Khandwa,Madhya Pradesh,Personal Care,Hair Oil,Tata,4,300,8,276,1104,921.36,182.64,Cash,Neha,Completed
ORD100508,2025-04-07 00:00:00,CUST1230,Kavya Joshi,Mumbai,Maharashtra,Beverages,Green Tea,Tata,2,100,8,92,184,127.72,56.28,UPI,Neha,Completed
ORD100509,2026-01-15 00:00:00,CUST1058,Neha Verma,Udaipur,Rajasthan,Beverages,Fruit Juice,P&G,3,120,15,102,306,248.82,57.18,UPI,Vikas,Completed
ORD100510,2025-10-08 00:00:00,CUST1147,Meera Joshi,Vadodara,Gujarat,Beverages,Tea,HUL,7,120,15,102,714,533.68,180.32,Debit Card,Sneha,Completed
ORD100511,2025-12-18 00:00:00,CUST1107,Ananya Khan,Bhopal,Madhya Pradesh,Home Care,Detergent,Tata,1,40,5,38,38,32.7,5.3,Net Banking,Rohan,Completed
ORD100512,2026-03-19 00:00:00,CUST1111,Rohan Khan,Nagpur,Maharashtra,Personal Care,Hair Oil,Patanjali,2,40,8,36.8,73.6,59.66,13.94,Credit Card,Rohan,Completed
ORD100513,2025-06-26 00:00:00,CUST1242,Amit Joshi,Khandwa,Madhya Pradesh,Grocery,Toor Dal,Patanjali,6,150,0,150,900,627.3,272.7,Net Banking,Neha,Completed
ORD100514,2025-05-08 00:00:00,CUST1136,Rohan Joshi,Kota,Rajasthan,Baby Care,Baby Shampoo,Parle,3,150,15,127.5,382.5,297.21,85.29,UPI,Neha,Completed
ORD100515,2025-10-03 00:00:00,CUST1197,Priya Singh,Mumbai,Maharashtra,Grocery,Basmati Rice,ITC,6,200,0,200,1200,1040.04,159.96,UPI,Amit,Completed
ORD100516,2025-09-24 00:00:00,CUST1177,Neha Singh,Mumbai,Maharashtra,Grocery,Wheat Flour,Nestle,1,200,5,190,0,155.14,0,UPI,Vikas,Cancelled
ORD100517,2026-02-02 00:00:00,CUST1080,Amit Singh,Indore,Madhya Pradesh,Baby Care,Diapers,P&G,3,60,15,51,153,123.48,29.52,UPI,Amit,Completed
ORD100518,2025-11-19 00:00:00,CUST1292,Neha Khan,Burhanpur,Madhya Pradesh,Beverages,Fruit Juice,Britannia,7,250,12,220,1540,1345.47,194.53,Net Banking,Neha,Completed
ORD100519,2025-04-23 00:00:00,CUST1224,Sneha Mehta,Nagpur,Maharashtra,Personal Care,Toothpaste,P&G,7,30,8,27.6,193.2,166.74,26.46,Cash,Vikas,Completed
ORD100520,2026-02-21 00:00:00,CUST1067,Sneha Agrawal,Nagpur,Maharashtra,Personal Care,Soap,Parle,5,500,5,475,2375,1628.2,746.8,UPI,Neha,Completed
ORD100521,2025-09-02 00:00:00,CUST1240,Vikas Agrawal,Mumbai,Maharashtra,Grocery,Sugar,Patanjali,6,30,2,29.4,176.4,135.6,40.8,Net Banking,Vikas,Completed
ORD100522,2025-05-08 00:00:00,CUST1181,Pooja Mehta,Surat,Gujarat,Baby Care,Baby Soap,Dabur,4,30,5,28.5,114,89.44,24.56,Debit Card,Pooja,Completed
ORD100523,2025-07-25 00:00:00,CUST1163,Vivaan Singh,Indore,Madhya Pradesh,Grocery,Wheat Flour,Nestle,7,40,15,34,0,185.85,0,UPI,Amit,Returned
ORD100524,2025-07-01 00:00:00,CUST1070,Ananya Gupta,Bhopal,Madhya Pradesh,Grocery,Wheat Flour,ITC,6,300,2,294,1764,1510.56,253.44,UPI,Amit,Completed
ORD100525,2025-07-13 00:00:00,CUST1161,Meera Singh,Jaipur,Rajasthan,Baby Care,Baby Powder,ITC,3,120,10,108,0,255.27,0,UPI,Neha,Returned
ORD100526,2026-03-30 00:00:00,CUST1158,Aarav Jain,Jaipur,Rajasthan,Baby Care,Baby Lotion,HUL,3,100,8,92,276,206.85,69.15,UPI,Neha,Completed
ORD100527,2025-10-07 00:00:00,CUST1175,Vivaan Gupta,Udaipur,Rajasthan,Home Care,Detergent,Patanjali,4,120,2,117.6,470.4,362.12,108.28,UPI,Sneha,Completed
ORD100528,2025-09-27 00:00:00,CUST1171,Amit Sharma,Surat,Gujarat,Home Care,Floor Cleaner,Tata,3,50,15,42.5,127.5,91.68,35.82,UPI,Vikas,Completed
ORD100529,2025-08-05 00:00:00,CUST1234,Aarav Agrawal,Jabalpur,Madhya Pradesh,Grocery,Basmati Rice,ITC,5,80,8,73.6,368,277.6,90.4,Cash,Neha,Completed
ORD100530,2025-11-15 00:00:00,CUST1080,Aarav Patel,Ahmedabad,Gujarat,Beverages,Fruit Juice,ITC,4,500,0,500,2000,1471.72,528.28,Credit Card,Vikas,Completed
ORD100531,2025-06-16 00:00:00,CUST1293,Aarav Joshi,Ujjain,Madhya Pradesh,Personal Care,Face Wash,Dabur,7,60,5,57,0,308.98,0,Cash,Rohan,Returned
ORD100532,2025-07-12 00:00:00,CUST1157,Ananya Agrawal,Ujjain,Madhya Pradesh,Snacks,Namkeen,Nestle,6,300,12,264,1584,1080,504,Debit Card,Pooja,Completed
ORD100533,2025-04-18 00:00:00,CUST1010,Kavya Sharma,Indore,Madhya Pradesh,Grocery,Toor Dal,Britannia,1,200,0,200,200,158.37,41.63,UPI,Vikas,Completed
ORD100534,2026-02-03 00:00:00,CUST1145,Rohan Mehta,Mumbai,Maharashtra,Home Care,Floor Cleaner,Nestle,6,300,0,300,1800,1243.08,556.92,UPI,Sneha,Completed
ORD100535,2025-09-14 00:00:00,CUST1161,Sneha Khan,Khandwa,Madhya Pradesh,Baby Care,Diapers,Tata,5,100,10,90,450,336.7,113.3,Net Banking,Vikas,Completed
ORD100536,2025-08-02 00:00:00,CUST1202,Vivaan Singh,Kota,Rajasthan,Beverages,Soft Drink,P&G,3,200,5,190,570,494.97,75.03,UPI,Rohan,Completed
ORD100537,2025-07-03 00:00:00,CUST1048,Meera Sharma,Ahmedabad,Gujarat,Personal Care,Hair Oil,Nestle,6,150,5,142.5,0,647.04,0,UPI,Vikas,Cancelled
ORD100538,2025-11-02 00:00:00,CUST1043,Amit Agrawal,Mumbai,Maharashtra,Home Care,Dishwash,Nestle,2,250,2,245,490,345.84,144.16,Cash,Amit,Completed
ORD100539,2025-05-21 00:00:00,CUST1216,Rohan Singh,Jabalpur,Madhya Pradesh,Grocery,Wheat Flour,Parle,1,150,0,150,150,113.14,36.86,UPI,Neha,Completed
ORD100540,2026-01-17 00:00:00,CUST1052,Meera Sharma,Vadodara,Gujarat,Beverages,Coffee,Parle,3,500,2,490,1470,1218.12,251.88,Net Banking,Amit,Completed
ORD100541,2025-10-15 00:00:00,CUST1056,Meera Gupta,Mumbai,Maharashtra,Grocery,Toor Dal,Nestle,2,500,2,490,980,814.64,165.36,Debit Card,Sneha,Completed
ORD100542,2025-09-01 00:00:00,CUST1094,Priya Joshi,Vadodara,Gujarat,Personal Care,Shampoo,Dabur,4,200,2,196,784,570.64,213.36,UPI,Neha,Completed
ORD100543,2026-01-03 00:00:00,CUST1082,Aarav Sharma,Pune,Maharashtra,Personal Care,Hair Oil,ITC,5,120,10,108,540,448.95,91.05,UPI,Pooja,Completed
ORD100544,2025-06-14 00:00:00,CUST1163,Ananya Joshi,Khandwa,Madhya Pradesh,Snacks,Dry Fruits,P&G,6,250,2,245,1470,1154.7,315.3,UPI,Sneha,Completed
ORD100545,2025-05-12 00:00:00,CUST1288,Priya Jain,Mumbai,Maharashtra,Snacks,Chips,HUL,4,250,5,237.5,950,798.56,151.44,Debit Card,Vikas,Completed
ORD100546,2025-05-23 00:00:00,CUST1168,Pooja Gupta,Vadodara,Gujarat,Grocery,Sugar,Nestle,6,40,12,35.2,0,178.14,0,UPI,Sneha,Cancelled
ORD100547,2025-10-28 00:00:00,CUST1165,Pooja Sharma,Bhopal,Madhya Pradesh,Home Care,Dishwash,Parle,3,120,10,108,0,258.63,0,UPI,Sneha,Cancelled
ORD100548,2025-08-10 00:00:00,CUST1037,Arjun Mehta,Ujjain,Madhya Pradesh,Snacks,Biscuits,Dabur,6,60,8,55.2,0,240,0,Cash,Vikas,Returned
ORD100549,2026-02-15 00:00:00,CUST1042,Rahul Mehta,Bhopal,Madhya Pradesh,Grocery,Wheat Flour,HUL,1,500,5,475,475,404.88,70.12,Cash,Rohan,Completed
ORD100550,2025-09-09 00:00:00,CUST1191,Neha Sharma,Nagpur,Maharashtra,Personal Care,Face Wash,Britannia,7,150,15,127.5,892.5,778.75,113.75,UPI,Pooja,Completed
ORD100551,2025-06-24 00:00:00,CUST1028,Arjun Singh,Bhopal,Madhya Pradesh,Grocery,Toor Dal,ITC,4,80,15,68,272,199.32,72.68,UPI,Rohan,Completed
ORD100552,2025-06-04 00:00:00,CUST1271,Arjun Gupta,Bhopal,Madhya Pradesh,Snacks,Dry Fruits,Dabur,2,250,15,212.5,425,319.18,105.82,Net Banking,Amit,Completed
ORD100553,2025-08-11 00:00:00,CUST1080,Meera Sharma,Kota,Rajasthan,Grocery,Wheat Flour,Britannia,5,250,12,220,1100,775.5,324.5,UPI,Vikas,Completed
ORD100554,2025-04-08 00:00:00,CUST1205,Ananya Patel,Indore,Madhya Pradesh,Personal Care,Hair Oil,HUL,5,300,15,255,0,1075.6,0,Credit Card,Sneha,Returned
ORD100555,2025-12-21 00:00:00,CUST1215,Kavya Jain,Burhanpur,Madhya Pradesh,Beverages,Tea,Dabur,5,30,8,27.6,0,108.6,0,Net Banking,Neha,Returned
ORD100556,2025-04-15 00:00:00,CUST1053,Kavya Khan,Kota,Rajasthan,Personal Care,Shampoo,Dabur,2,500,0,500,0,761,0,Net Banking,Vikas,Returned
ORD100557,2026-02-24 00:00:00,CUST1154,Sneha Mehta,Jabalpur,Madhya Pradesh,Home Care,Detergent,Tata,3,60,8,55.2,165.6,142.89,22.71,UPI,Neha,Completed
ORD100558,2026-02-25 00:00:00,CUST1153,Vikas Agrawal,Ujjain,Madhya Pradesh,Snacks,Cookies,Britannia,1,50,10,45,45,36.02,8.98,Cash,Sneha,Completed
ORD100559,2025-08-22 00:00:00,CUST1073,Kavya Verma,Udaipur,Rajasthan,Personal Care,Shampoo,Nestle,4,120,15,102,408,309.48,98.52,UPI,Vikas,Completed
ORD100560,2026-02-24 00:00:00,CUST1132,Aditya Jain,Bhopal,Madhya Pradesh,Home Care,Dishwash,Dabur,6,100,2,98,588,431.1,156.9,Cash,Sneha,Completed
ORD100561,2025-12-26 00:00:00,CUST1031,Priya Khan,Ujjain,Madhya Pradesh,Grocery,Cooking Oil,Dabur,3,200,5,190,570,441.99,128.01,Cash,Neha,Completed
ORD100562,2026-03-08 00:00:00,CUST1228,Aarav Verma,Pune,Maharashtra,Snacks,Chips,P&G,4,150,15,127.5,510,424.6,85.4,UPI,Sneha,Completed
ORD100563,2026-03-24 00:00:00,CUST1047,Sneha Joshi,Nagpur,Maharashtra,Home Care,Toilet Cleaner,HUL,5,300,8,276,0,1043.1,0,Net Banking,Pooja,Cancelled
ORD100564,2025-07-15 00:00:00,CUST1039,Kavya Jain,Nagpur,Maharashtra,Snacks,Biscuits,ITC,4,200,10,180,0,593.56,0,Cash,Rohan,Cancelled
ORD100565,2025-11-11 00:00:00,CUST1142,Pooja Gupta,Nagpur,Maharashtra,Personal Care,Toothpaste,Tata,2,250,12,220,440,326.48,113.52,Cash,Amit,Completed
ORD100566,2025-04-16 00:00:00,CUST1059,Rahul Sharma,Vadodara,Gujarat,Baby Care,Baby Soap,Dabur,1,300,8,276,276,188.07,87.93,Debit Card,Rohan,Completed
ORD100567,2026-01-26 00:00:00,CUST1199,Meera Gupta,Nashik,Maharashtra,Grocery,Cooking Oil,Dabur,7,500,12,440,0,2520.21,0,Cash,Sneha,Cancelled
ORD100568,2025-05-03 00:00:00,CUST1281,Sneha Mehta,Nagpur,Maharashtra,Baby Care,Diapers,Nestle,4,100,0,100,400,325.8,74.2,Credit Card,Vikas,Completed
ORD100569,2026-01-17 00:00:00,CUST1210,Meera Mehta,Nagpur,Maharashtra,Baby Care,Baby Soap,ITC,5,30,12,26.4,132,108.1,23.9,UPI,Neha,Completed
ORD100570,2025-07-20 00:00:00,CUST1076,Sneha Gupta,Indore,Madhya Pradesh,Home Care,Dishwash,Patanjali,5,120,5,114,570,427.55,142.45,UPI,Amit,Completed
ORD100571,2026-02-01 00:00:00,CUST1052,Aarav Singh,Surat,Gujarat,Personal Care,Shampoo,Britannia,7,300,10,270,0,1298.99,0,Debit Card,Neha,Cancelled
ORD100572,2026-03-22 00:00:00,CUST1148,Sneha Mehta,Jaipur,Rajasthan,Snacks,Dry Fruits,ITC,1,150,8,138,138,94.1,43.9,UPI,Rohan,Completed
ORD100573,2026-02-14 00:00:00,CUST1201,Sneha Patel,Vadodara,Gujarat,Baby Care,Diapers,Tata,7,60,0,60,420,351.47,68.53,Net Banking,Amit,Completed
ORD100574,2026-01-04 00:00:00,CUST1009,Rohan Patel,Ahmedabad,Gujarat,Baby Care,Baby Lotion,Patanjali,1,300,10,270,0,212.07,0,Net Banking,Neha,Cancelled
ORD100575,2025-08-30 00:00:00,CUST1111,Amit Verma,Indore,Madhya Pradesh,Personal Care,Shampoo,Nestle,7,250,15,212.5,1487.5,1212.96,274.54,UPI,Neha,Completed
ORD100576,2025-06-02 00:00:00,CUST1224,Aarav Sharma,Burhanpur,Madhya Pradesh,Grocery,Sugar,Britannia,4,80,2,78.4,313.6,263.76,49.84,UPI,Pooja,Completed
ORD100577,2026-01-22 00:00:00,CUST1073,Arjun Sharma,Mumbai,Maharashtra,Personal Care,Toothpaste,HUL,5,150,5,142.5,712.5,572.65,139.85,Cash,Pooja,Completed
ORD100578,2025-05-23 00:00:00,CUST1054,Arjun Agrawal,Ujjain,Madhya Pradesh,Baby Care,Baby Soap,Dabur,7,100,15,85,595,510.51,84.49,Cash,Neha,Completed
ORD100579,2025-05-26 00:00:00,CUST1239,Neha Agrawal,Nagpur,Maharashtra,Beverages,Soft Drink,Britannia,3,40,5,38,114,81.87,32.13,Debit Card,Pooja,Completed
ORD100580,2025-05-27 00:00:00,CUST1062,Vivaan Patel,Ujjain,Madhya Pradesh,Snacks,Cookies,Parle,3,250,2,245,735,570.66,164.34,UPI,Neha,Completed
ORD100581,2025-08-09 00:00:00,CUST1291,Aarav Joshi,Nashik,Maharashtra,Baby Care,Baby Shampoo,Nestle,5,200,15,170,850,691.75,158.25,Credit Card,Pooja,Completed
ORD100582,2025-07-27 00:00:00,CUST1192,Meera Verma,Indore,Madhya Pradesh,Home Care,Glass Cleaner,Tata,1,60,5,57,0,39.95,0,UPI,Sneha,Returned
ORD100583,2025-08-01 00:00:00,CUST1184,Ananya Singh,Ujjain,Madhya Pradesh,Beverages,Coffee,Parle,2,40,8,36.8,73.6,57.4,16.2,Debit Card,Neha,Completed
ORD100584,2025-09-20 00:00:00,CUST1156,Sneha Khan,Ujjain,Madhya Pradesh,Home Care,Toilet Cleaner,HUL,3,80,5,76,228,171.3,56.7,UPI,Pooja,Completed
ORD100585,2025-06-28 00:00:00,CUST1198,Priya Khan,Nagpur,Maharashtra,Beverages,Green Tea,ITC,2,200,15,170,340,263.26,76.74,UPI,Amit,Completed
ORD100586,2025-07-23 00:00:00,CUST1056,Meera Jain,Ahmedabad,Gujarat,Snacks,Chips,Britannia,4,200,10,180,0,599.92,0,Net Banking,Sneha,Returned
ORD100587,2025-04-23 00:00:00,CUST1048,Pooja Khan,Indore,Madhya Pradesh,Home Care,Glass Cleaner,Britannia,7,120,5,114,798,603.82,194.18,Net Banking,Amit,Completed
ORD100588,2025-04-13 00:00:00,CUST1090,Rohan Khan,Pune,Maharashtra,Snacks,Biscuits,Patanjali,4,120,5,114,0,360.12,0,Net Banking,Neha,Returned
ORD100589,2025-09-03 00:00:00,CUST1060,Neha Verma,Jabalpur,Madhya Pradesh,Personal Care,Soap,Patanjali,5,120,8,110.4,0,406.8,0,Debit Card,Sneha,Cancelled
ORD100590,2025-10-24 00:00:00,CUST1282,Aarav Khan,Surat,Gujarat,Personal Care,Toothpaste,Dabur,3,80,12,70.4,211.2,145.98,65.22,UPI,Amit,Completed
ORD100591,2025-12-21 00:00:00,CUST1139,Ananya Singh,Kota,Rajasthan,Baby Care,Baby Powder,Patanjali,4,150,15,127.5,0,447.08,0,Credit Card,Sneha,Cancelled
ORD100592,2025-06-03 00:00:00,CUST1048,Priya Patel,Jabalpur,Madhya Pradesh,Snacks,Chips,Dabur,4,250,10,225,900,634.72,265.28,Debit Card,Vikas,Completed
ORD100593,2026-01-22 00:00:00,CUST1158,Neha Sharma,Indore,Madhya Pradesh,Grocery,Basmati Rice,Parle,1,250,10,225,225,159.32,65.68,Net Banking,Amit,Completed
ORD100594,2025-11-20 00:00:00,CUST1131,Aarav Verma,Jaipur,Rajasthan,Beverages,Soft Drink,P&G,6,200,0,200,1200,934.26,265.74,UPI,Vikas,Completed
ORD100595,2025-08-09 00:00:00,CUST1043,Neha Patel,Jaipur,Rajasthan,Grocery,Sugar,ITC,5,30,0,30,0,103.2,0,Credit Card,Neha,Cancelled
ORD100596,2025-11-12 00:00:00,CUST1065,Vikas Khan,Bhopal,Madhya Pradesh,Grocery,Cooking Oil,Britannia,4,100,10,90,360,314.84,45.16,Net Banking,Pooja,Completed
ORD100597,2025-04-12 00:00:00,CUST1032,Neha Verma,Nagpur,Maharashtra,Beverages,Soft Drink,HUL,3,100,2,98,294,238.83,55.17,UPI,Sneha,Completed
ORD100598,2026-02-04 00:00:00,CUST1119,Meera Sharma,Udaipur,Rajasthan,Beverages,Fruit Juice,ITC,7,200,15,170,1190,843.15,346.85,UPI,Sneha,Completed
ORD100599,2026-03-02 00:00:00,CUST1228,Aditya Jain,Jabalpur,Madhya Pradesh,Baby Care,Baby Soap,HUL,3,80,12,70.4,211.2,145.41,65.79,Cash,Neha,Completed
ORD100600,2025-08-15 00:00:00,CUST1189,Ananya Patel,Bhopal,Madhya Pradesh,Beverages,Tea,ITC,3,80,2,78.4,235.2,182.52,52.68,UPI,Rohan,Completed
ORD100601,2025-05-24 00:00:00,CUST1104,Rohan Patel,Nagpur,Maharashtra,Grocery,Basmati Rice,Britannia,3,60,10,54,162,129.24,32.76,Credit Card,Neha,Completed
ORD100602,2025-05-17 00:00:00,CUST1206,Kavya Joshi,Surat,Gujarat,Grocery,Cooking Oil,Patanjali,6,120,15,102,612,419.16,192.84,Cash,Rohan,Completed
ORD100603,2025-12-10 00:00:00,CUST1235,Arjun Gupta,Bhopal,Madhya Pradesh,Baby Care,Baby Powder,Patanjali,1,40,0,40,40,32.72,7.28,UPI,Amit,Completed
ORD100604,2025-06-06 00:00:00,CUST1113,Kavya Jain,Nashik,Maharashtra,Beverages,Soft Drink,Patanjali,5,50,10,45,0,183.95,0,UPI,Vikas,Cancelled
ORD100605,2025-09-22 00:00:00,CUST1184,Amit Patel,Khandwa,Madhya Pradesh,Snacks,Cookies,HUL,5,60,15,51,255,178.55,76.45,UPI,Vikas,Completed
ORD100606,2025-10-06 00:00:00,CUST1241,Sneha Patel,Pune,Maharashtra,Beverages,Tea,HUL,3,80,5,76,228,165.42,62.58,UPI,Sneha,Completed
ORD100607,2025-05-11 00:00:00,CUST1122,Aditya Singh,Surat,Gujarat,Snacks,Biscuits,Britannia,4,80,10,72,288,202.52,85.48,UPI,Amit,Completed
ORD100608,2025-08-20 00:00:00,CUST1044,Aarav Singh,Khandwa,Madhya Pradesh,Home Care,Dishwash,ITC,5,100,5,95,475,417.65,57.35,Credit Card,Rohan,Completed
ORD100609,2025-06-13 00:00:00,CUST1041,Meera Verma,Nagpur,Maharashtra,Grocery,Toor Dal,Tata,6,200,12,176,0,865.68,0,Cash,Pooja,Cancelled
ORD100610,2026-02-21 00:00:00,CUST1191,Rohan Agrawal,Khandwa,Madhya Pradesh,Home Care,Glass Cleaner,Patanjali,2,30,10,27,0,47.06,0,UPI,Neha,Cancelled
ORD100611,2025-07-30 00:00:00,CUST1197,Rohan Patel,Ujjain,Madhya Pradesh,Grocery,Toor Dal,Patanjali,4,150,15,127.5,510,402.16,107.84,UPI,Amit,Completed
ORD100612,2025-06-26 00:00:00,CUST1082,Sneha Gupta,Nashik,Maharashtra,Personal Care,Face Wash,Patanjali,4,80,10,72,288,197.12,90.88,UPI,Amit,Completed
ORD100613,2025-11-28 00:00:00,CUST1141,Vivaan Agrawal,Surat,Gujarat,Beverages,Fruit Juice,Nestle,2,50,2,49,98,73.6,24.4,UPI,Vikas,Completed
ORD100614,2025-12-14 00:00:00,CUST1275,Sneha Gupta,Jabalpur,Madhya Pradesh,Home Care,Dishwash,Tata,7,60,2,58.8,411.6,348.25,63.35,Net Banking,Neha,Completed
ORD100615,2025-11-14 00:00:00,CUST1264,Aarav Joshi,Jaipur,Rajasthan,Beverages,Tea,Parle,4,60,5,57,228,159.84,68.16,UPI,Amit,Completed
ORD100616,2025-12-24 00:00:00,CUST1011,Vikas Khan,Mumbai,Maharashtra,Baby Care,Baby Shampoo,P&G,6,50,10,45,270,189.72,80.28,Cash,Sneha,Completed
ORD100617,2025-06-07 00:00:00,CUST1125,Ananya Gupta,Vadodara,Gujarat,Home Care,Toilet Cleaner,ITC,6,30,2,29.4,176.4,130.44,45.96,Debit Card,Rohan,Completed
